"CountyName","DwellingTypeDescr","Year_of_Construction","TypeofRating","EnergyRating","BerRating","GroundFloorArea.sq.m.","UValueWall","UValueRoof","UValueFloor","UValueWindow","UvalueDoor","WallArea","RoofArea","FloorArea","WindowArea","DoorArea","NoStoreys","CO2Rating","MainSpaceHeatingFuel","MainWaterHeatingFuel","HSMainSystemEfficiency","MultiDwellingMPRN","TGDLEdition","MPCDERValue","HSEffAdjFactor","HSSupplHeatFraction","HSSupplSystemEff","WHMainSystemEff","WHEffAdjFactor","SupplSHFuel","SupplWHFuel","SHRenewableResources","WHRenewableResources","NoOfChimneys","NoOfOpenFlues","NoOfFansAndVents","NoOfFluelessGasFires","DraftLobby","VentilationMethod","FanPowerManuDeclaredValue","HeatExchangerEff","StructureType","SuspendedWoodenFloor","PercentageDraughtStripped","NoOfSidesSheltered","PermeabilityTest","PermeabilityTestResult","TempAdjustment","HeatSystemControlCat","HeatSystemResponseCat","NoCentralHeatingPumps","CHBoilerThermostatControlled","NoOilBoilerHeatingPumps","OBBoilerThermostatControlled","OBPumpInsideDwelling","NoGasBoilerHeatingPumps","WarmAirHeatingSystem","UndergroundHeating","GroundFloorUValue","DistributionLosses","StorageLosses","ManuLossFactorAvail","SolarHotWaterHeating","ElecImmersionInSummer","CombiBoiler","KeepHotFacility","WaterStorageVolume","DeclaredLossFactor","TempFactorUnadj","TempFactorMultiplier","InsulationType","InsulationThickness","PrimaryCircuitLoss","CombiBoilerAddLoss","ElecConsumpKeepHot","ApertureArea","ZeroLossCollectorEff","CollectorHeatLossCoEff","AnnualSolarRadiation","OvershadingFactor","CylinderStat","SolarStorageVolume","VolumeOfPreHeatStore","CombinedCylinder","ElectricityConsumption","SWHPumpSolarPowered","ChargingBasisHeatConsumed","gsdHSSupplHeatFraction","gsdHSSupplSystemEff","DistLossFactor","CHPUnitHeatFraction","CHPSystemType","CHPElecEff","CHPHeatEff","CHPFuelType","SupplHSFuelTypeID","gsdSHRenewableResources","gsdWHRenewableResources","SolarHeatFraction","DeliveredLightingEnergy","DeliveredEnergyPumpsFans","DeliveredEnergyMainWater","DeliveredEnergyMainSpace","PrimaryEnergyLighting","PrimaryEnergyPumpsFans","PrimaryEnergyMainWater","PrimaryEnergyMainSpace","CO2Lighting","CO2PumpsFans","CO2MainWater","CO2MainSpace","GroundFloorArea","GroundFloorHeight","FirstFloorArea","FirstFloorHeight","SecondFloorArea","SecondFloorHeight","ThirdFloorArea","ThirdFloorHeight","ThermalBridgingFactor","ThermalMassCategory","PredominantRoofTypeArea","PredominantRoofType","LowEnergyLightingPercent","TotalDeliveredEnergy","DeliveredEnergySecondarySpace","DeliveredEnergySupplementaryWater","LivingAreaPercent","CO2SecondarySpace","CO2SupplementaryWater","PrimaryEnergySecondarySpace","PrimaryEnergySupplementaryWater","HESSchemeUpgrade","RoomInRoofArea","PurposeOfRating","DateOfAssessment","FirstEnergyTypeId","FirstEnergyType_Description","FirstEnerProdComment","FirstEnerProdDelivered","FirstPartLTotalContribution","FirstEnerProdConvFactor","FirstEnerProdCO2EmissionFactor","FirstEnerConsumedComment","FirstEnerConsumedDelivered","FirstEnerConsumedConvFactor","FirstEnerConsumedCO2EmissionFactor","SecondEnergyTypeId","SecondEnergyType_Description","SecondEnerProdComment","SecondEnerProdDelivered","SecondPartLTotalContribution","SecondEnerProdConvFactor","SecondEnerProdCO2EmissionFactor","SecondEnerConsumedComment","SecondEnerConsumedDelivered","SecondEnerConsumedConvFactor","SecondEnerConsumedCO2EmissionFactor","ThirdEnergyTypeId","ThirdEnergyType_Description","ThirdEnerProdComment","ThirdEnerProdDelivered","ThirdPartLTotalContribution","ThirdEnerProdConvFactor","ThirdEnerProdCO2EmissionFactor","ThirdEnerConsumedComment","ThirdEnerConsumedDelivered","ThirdEnerConsumedConvFactor","ThirdEnerConsumedCO2EmissionFactor","FirstBoilerFuelType","FirstHeatGenPlantEff","FirstPercentageHeat","SecondBoilerFuelType","SecondHeatGenPlantEff","SecondPercentageHeat","ThirdBoilerFuelType","ThirdHeatGenPlantEff","ThirdPercentageHeat","SolarSpaceHeatingSystem","TotalPrimaryEnergyFact","TotalCO2Emissions","FirstWallType_Description","FirstWallDescription","FirstWallArea","FirstWallUValue","FirstWallIsSemiExposed","FirstWallAgeBandId","FirstWallTypeId","SecondWallType_Description","SecondWallDescription","SecondWallArea","SecondWallUValue","SecondWallIsSemiExposed","SecondWallAgeBandId","SecondWallTypeId","ThirdWallType_Description","ThirdWallDescription","ThirdWallArea","ThirdWallUValue","ThirdWallIsSemiExposed","ThirdWallAgeBandId","ThirdWallTypeId"
"Co. Louth","Detached house",1993,"Existing       ","C3",213.09,168.46,0.31,0.15,0.47,2.56,3,128.05,168.58,168.46,30.16,3.84,1,53.32,"Heating Oil                   ","Heating Oil                   ",83.6,"NO",0,47.29,0.95,0.1,55,83.6,0.95,15,28,2,2,1,0,1,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,1,"NO",0,0.6,1,1,2,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,466.432,"YES","NO ","NO ","YES","None                          ","None                          ",95,0,0.6,1.3,"Loose Jacket                  ",50,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1520.351,360,4327.367,17685.349,4104.948,972,4760.104,19453.884,977.586,231.48,1177.044,4810.415,168.46,2.7,0,0,0,0,0,0,0.15,"Medium-high         ",145.43,"",0,28020.018,2836.801,1290.15,12.5668,1046.78,829.566,3120.481,3483.405,1,0,"Grant Support","Mar  7 2014 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Filled Cavity","upgraded for grant 100mm cavit",98.62,0.29,"No",7,5,"","extn",29.43,0.37,"No",10,10,"","",NA,NA,"",NA,NA
"Co. Kildare","Semi-detached house",1997,"Existing       ","E2",342.24,91.48,0.29,0.13,0.41,3.66,3,89.03,45.74,45.74,15.02,1.87,2,109.4,"Solid Multi-Fuel              ","Solid Multi-Fuel              ",45,"NO",0,91.06,1,0.1,30,45,1,15,28,2,2,1,0,6,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,2,"NO",0,0.6,1,2,1,"NO ",0,"NO ","NO ",0,"NO ","NO ",0,315.244,"YES","NO ","NO ","YES","None                          ","None                          ",110,0,0.6,1.3,"Loose Jacket                  ",50,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,635.717,130,6136.647,15508.388,1716.436,351,6750.312,17059.227,408.766,83.59,2264.423,5722.595,45.74,2.44,45.74,2.76,0,0,0,0,0.15,"Medium-high         ",45.74,"",46,25953.02,2584.731,957.537,16.9108,953.766,615.696,2843.204,2585.35,1,0,"Grant Support","Mar 20 2014 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Filled Cavity","",89.03,0.291,"No",8,5,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Dublin 15","Detached house",1980,"Existing       ","E1",310.5,140.2,1.1,0.29,0.6,2.75,3,144.7,75.7,75.7,30.9,1.85,2,75.05,"Heating Oil                   ","Heating Oil                   ",65,"NO",0,47.99,0.95,0.2,100,65,0.95,28,1,2,2,1,0,2,0,"YES","Natural vent.",0,0,"Masonry                       ","Yes (Unsealed)                ",100,4,"NO",0,0,1,1,1,"YES",1,"NO ","NO ",0,"NO ","NO ",0,415.011,"YES","NO ","NO ","NO ","None                          ","None                          ",114,0,0.6,1.3,"Factory Insulated             ",20,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1265.305,230,7508.894,20587.397,3416.324,621,8259.783,22646.137,813.591,147.89,2042.419,5599.772,75.7,2.46,64.5,2.68,0,0,0,0,0.15,"Medium              ",64.5,"Roof area insulated in rafters",0,32772.349,3180.753,0,19.1869,2045.224,0,8588.033,0,0,0,"Other","Mar 13 2014 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","Walls",144.7,1.1,"No",6,4,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Tipperary","Detached house",1985,"Existing       ","B3",138.71,264.16,0.3,0.32,0.47,2.65,3,134.27,270.11,195.92,36.01,9.8,2,26.16,"Mains Gas                     ","Mains Gas                     ",90.9,"NO",0,23.58,1,0.1,63,90.9,1,2,1,2,2,2,0,4,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,3,"NO",0,0,2,1,1,"YES",0,"NO ","NO ",1,"NO ","NO ",0,604.909,"YES","NO ","NO ","NO ","None                          ","None                          ",235,0,0.6,0.9,"Factory Insulated             ",30,"Boiler with insulated primary ",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1192.022,175,5382.54,21172.673,3218.459,472.5,5920.794,23289.94,766.47,112.525,1092.656,4298.053,195.92,2.5,0,0,0,0,0,0,0.15,"Medium              ",142.434,"",100,31316.584,3394.349,0,19.2421,689.053,0,3733.784,0,1,68.24,"Grant Support","Mar 22 2014 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Filled Cavity","",107.07,0.3,"No",7,5,"300mm Filled Cavity","",27.2,0.3,"No",10,5,"","",NA,NA,"",NA,NA
"Co. Cavan","Detached house",1920,"Existing       ","G ",654.36,100.54,2.27,1.06,0.89,2.49,2.9,128.52,100.41,88.58,14.2,1.55,2,170.07,"Heating Oil                   ","Heating Oil                   ",70,"NO",0,68.51,0.95,0.1,30,70,0.95,15,1,2,2,1,1,0,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,1,"NO",0,0.6,1,1,1,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,334.849,"YES","NO ","NO ","NO ","None                          ","None                          ",95,0,0.6,1.17,"None                          ",0,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,871.079,230,5191.466,41641.208,2351.913,621,5710.613,45805.329,560.104,147.89,1412.079,11326.409,88.58,2.4,0,0,0,0,0,0,0.15,"High                ",33.4,"Main House                    ",8,58189.828,10256.075,0,17.028,3784.492,0,11281.683,0,0,11.96,"Grant Support","Mar 27 2014 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Concrete Hollow Block","Kitchen, Bedroom and Bathroom ",61.68,2.4,"No",5,7,"Stone","Main House",55.71,2.1,"No",2,1,"Concrete Hollow Block","Porch EXT",11.13,2.4,"No",4,7
"Co. Cork","End of terrace house",1939,"Existing       ","G ",487.86,67.51,2.2,0.2,0.94,3.34,3.79,84,34.31,34.31,9.89,4.5,2,126.67,"Heating Oil                   ","Heating Oil                   ",79,"NO",0,58.48,0.95,0.1,30,79,0.95,8,1,2,2,1,0,0,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",53,2,"NO",0,0.6,1,1,1,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,260.917,"YES","NO ","NO ","NO ","None                          ","None                          ",95,0,0.6,1.3,"Loose Jacket                  ",25,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,609.278,230,5675.475,17041.643,1645.051,621,6243.023,18745.807,391.766,147.89,1543.729,4635.327,34.31,2.39,33.2,2.66,0,0,0,0,0.15,"Medium-high         ",33.2,"Pitched roof                  ",0,28290.186,4733.79,0,21.9227,1855.646,0,5680.548,0,0,0,"Grant Support","Mar 31 2014 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Solid Mass Concrete","Block wall",84,2.2,"No",3,6,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Wexford","Detached house",2005,"Existing       ","C2",195.45,129.1,0.36,0.26,0.39,2.25,2.57,154.1,67.5,67.5,21.2,5.55,2,50.07,"Heating Oil                   ","Heating Oil                   ",85,"NO",0,41.98,0.95,0.1,30,85,0.95,6,1,2,2,1,0,8,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,0,"NO",0,0,2,1,1,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,393.496,"YES","NO ","NO ","NO ","None                          ","None                          ",95,0,0.6,1.3,"Factory Insulated             ",30,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1060.266,230,5378.71,11077.062,2862.718,621,5916.581,12184.768,681.751,147.89,1463.009,3012.961,67.5,2.5,61.6,2.7,0,0,0,0,0.15,"Medium-low          ",67.5,"roof                          ",18,21056.849,3310.811,0,16.8087,1195.203,0,3641.892,0,0,0,"Private Letting","Mar 27 2014 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","cavity wall",127.9,0.37,"No",10,4,"300mm Cavity","cavity wall adj to garage",26.2,0.339,"Yes",10,4,"","",NA,NA,"",NA,NA
"Co. Dublin","Detached house",1963,"Existing       ","D1",241.94,153.9,1.26,0.22,0.56,2.78,3,168.52,92.6,92.9,47.88,3.7,2,52.45,"Mains Gas                     ","Mains Gas                     ",90.2,"NO",0,33.47,0.95,0.1,30,90.2,0.95,8,1,2,2,1,1,1,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,2,"NO",0,0,2,1,2,"YES",0,"NO ","NO ",1,"NO ","NO ",0,440.514,"YES","NO ","NO ","NO ","None                          ","None                          ",110,0,0.6,0.9,"Factory Insulated             ",25,"Boiler with insulated primary ",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,902.816,305,4605.857,19522.463,2437.603,823.5,5066.443,21474.709,580.511,196.115,934.989,3963.06,92.9,2.66,61,2.73,0,0,0,0,0.15,"Medium              ",61.92,"",70,31532.71,6196.574,0,11.1761,2429.057,0,7435.889,0,1,0,"Grant Support","Mar 24 2014 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stone","",65.12,2.1,"No",4,1,"Stone","",55.11,0.64,"No",4,1,"Stone","",21.1,0.55,"No",8,1
"Co. Wicklow","Mid-terrace house",2004,"Existing       ","C3",213.76,78.38,0.55,0.24,0.41,2.2,2.82,61.21,41.24,39.19,11.75,6.54,2,55.13,"Heating Oil                   ","Heating Oil                   ",85.5,"NO",0,44.09,0.95,0.1,30,85.5,0.95,15,1,2,2,1,0,4,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,2,"NO",0,0,1,1,1,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,285.92,"YES","NO ","NO ","NO ","None                          ","None                          ",95,0,0.6,1,"Factory Insulated             ",25,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,530.535,230,3897.982,7277.312,1432.445,621,4287.78,8005.043,341.134,147.89,1060.251,1979.429,39.19,2.45,39.19,2.74,0,0,0,0,0.15,"Medium-high         ",22.01,"Main Flat section of roof     ",50,14124.413,2188.584,0,17.9382,807.587,0,2407.442,0,0,0,"Social housing letting","Mar 29 2014 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Filled Cavity","",61.21,0.55,"No",9,5,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Galway City","Semi-detached house",2000,"Existing       ","C3",220,115.18,0.55,0.26,0.41,2.8,3,100.37,63.34,63.34,18.2,5.14,2,56.73,"Heating Oil                   ","Heating Oil                   ",85.5,"NO",0,45.9,0.95,0.1,30,85.5,0.95,8,1,2,2,1,0,3,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",93,3,"NO",0,0.6,1,1,1,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,365.502,"YES","NO ","NO ","NO ","None                          ","None                          ",140,0,0.6,1.3,"Factory Insulated             ",30,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,831.6,230,5117.486,11531.506,2245.32,621,5629.235,12684.657,534.719,147.89,1391.956,3136.57,63.34,2.42,51.84,2.73,0,0,0,0,0.15,"Medium              ",63.34,"Avg. 150mm rolled fiberglass i",40,21178.586,3467.994,0,15.4628,1359.454,0,4161.593,0,0,0,"Sale","Apr  5 2014 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","Cavity walls insulation unknow",100.37,0.55,"No",9,4,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Waterford","Detached house",2001,"Existing       ","C2",194.32,165.82,0.55,0.4,0.36,2.7,3,114.5,165.82,165.82,23.45,1.85,1,47.1,"Heating Oil                   ","Heating Oil                   ",85.3,"NO",0,38.02,0.95,0.1,100,85.3,0.95,28,1,2,2,1,0,5,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,0,"NO",0,0,2,1,1,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,461.78,"YES","NO ","NO ","NO ","None                          ","None                          ",95,0,0.6,1.17,"Factory Insulated             ",20,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1316.942,230,6106.66,15883.283,3555.743,621,6717.326,17471.611,846.794,147.89,1661.012,4320.253,165.82,2.5,0,0,0,0,0,0,0.15,"Medium              ",165.82,"",24,24966.38,1429.495,0,16.2827,919.165,0,3859.637,0,0,0,"Sale","Apr 15 2014 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","",114.5,0.55,"No",9,4,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Dublin","Mid-terrace house",1994,"Existing       ","D1",234.6,80.8,0.29,0.13,0.36,2.8,0,37.14,40.4,40.4,18.36,0,2,46.77,"Mains Gas                     ","Mains Gas                     ",73,"NO",0,43.83,0.95,0.1,30,73,0.95,15,1,2,2,1,0,2,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",0,4,"NO",0,0.6,1,1,1,"NO ",0,"NO ","NO ",1,"NO ","NO ",0,291.403,"YES","NO ","NO ","NO ","None                          ","None                          ",110,0,0.6,1.17,"None                          ",0,"Boiler with insulated primary ",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,364.61,175,3680.877,9722.443,984.447,472.5,4048.965,10694.687,234.444,112.525,747.218,1973.656,40.4,2.45,40.4,2.7,0,0,0,0,0.15,"Medium              ",40.4,"INS ON JOIST                  ",100,16441.958,2499.028,0,15.9653,922.141,0,2748.931,0,0,0,"Social housing letting","Apr 16 2014 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","CAVITY WALLS",37.14,0.29,"No",8,4,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Dublin","Mid-floor apartment",2003,"Existing       ","C2",184.08,74.5,0.83,0,0,2.7,1.36,71.9,0,0,11.3,1.85,1,34.99,"Mains Gas                     ","Mains Gas                     ",78,"NO",0,29.7,0.95,0,0,78,0.95,1,1,2,2,0,0,3,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,3,"NO",0,0,2,1,1,"NO ",0,"NO ","NO ",1,"NO ","NO ",0,277.115,"YES","NO ","NO ","NO ","None                          ","None                          ",108,0,0.6,1.17,"Factory Insulated             ",30,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,504.272,175,4814.351,5987.52,1361.534,472.5,5295.786,6586.272,324.247,112.525,977.313,1215.467,74.5,2.93,0,0,0,0,0,0,0.15,"Medium-high         ",NA,"",50,11481.143,0,0,43.4899,0,0,0,0,0,0,"Sale","Apr 23 2014 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","EXTERNAL WALLS",37.3,0.55,"No",9,11,"","WALL ADJACENT TO CIRCULATION S",34.6,1.13,"No",9,14,"","",NA,NA,"",NA,NA
"Co. Westmeath","Semi-detached house",1972,"Existing       ","F ",437.49,64.57,0.31,0.13,0.57,2.8,3,51.75,64.57,64.57,10.48,3.7,1,140.61,"Solid Multi-Fuel              ","Solid Multi-Fuel              ",45,"NO",0,109.45,1,0.1,30,45,1,15,28,2,2,1,1,3,0,"YES","Natural vent.",0,0,"Masonry                       ","No                            ",100,2,"NO",0,0.6,1,3,1,"NO ",0,"NO ","NO ",0,"NO ","NO ",0,254.022,"YES","NO ","NO ","YES","None                          ","None                          ",96,0,0.6,1.3,"Factory Insulated             ",50,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,582.744,130,4933.4,14828.43,1573.409,351,5426.74,16311.273,374.704,83.59,1820.425,5471.691,64.57,2.46,0,0,0,0,0,0,0.15,"Medium              ",64.57,"",0,23636.827,2471.405,690.848,19.0801,911.948,444.215,2718.546,1865.29,0,0,"Social housing letting","Mar 21 2014 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Cavity","",51.75,0.31,"No",6,4,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Galway","Detached house",2002,"Existing       ","C2",187.2,181.41,0.3,0.27,0.41,3.1,3.01,92.7,172.71,122.68,24.08,5.85,2,47.11,"Heating Oil                   ","Heating Oil                   ",85.5,"NO",0,38.96,0.95,0.1,65,85.5,0.95,15,1,2,2,0,2,2,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,3,"NO",0,0.6,1,1,2,"NO ",1,"NO ","YES",0,"NO ","NO ",0,488.362,"YES","NO ","NO ","NO ","None                          ","None                          ",110,0,0.6,1.3,"Factory Insulated             ",30,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,1203.361,360,6125.881,18366.76,3249.075,972,6738.469,20203.436,773.761,231.48,1666.24,4995.759,122.68,2.59,58.73,2.62,0,0,0,0,0.15,"Medium-high         ",63.944,"Side Attic-300mm Insulation ob",53,28605.371,2549.369,0,17.4246,940.717,0,2804.306,0,1,0,"Grant Support","Apr 30 2014 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300mm Filled Cavity","50mm EPS Bonded Bead added",92.697,0.3,"No",9,5,"","",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA
"Co. Mayo","Detached house",1930,"Existing       ","E1",306.01,71.77,0.74,0.13,0.69,2.8,3,78.14,72.46,73.06,8.39,14.01,1,76.93,"Heating Oil                   ","Heating Oil                   ",85.5,"NO",0,54.44,0.95,0.1,65,85.5,0.95,10,28,2,2,0,1,0,0,"NO","Natural vent.",0,0,"Masonry                       ","No                            ",100,1,"NO",0,0.6,1,1,1,"NO ",1,"NO ","NO ",0,"NO ","NO ",0,270.802,"YES","NO ","NO ","YES","None                          ","None                          ",120,0,0.6,1.3,"Factory Insulated             ",40,"Boiler with uninsulated primar",0,0,NA,NA,NA,NA,NA,"NO ",NA,NA,"NO ",NA,"NO ","NO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,453.407,230,2866.706,11941.576,1224.199,621,3153.377,13135.734,291.541,147.89,779.744,3248.109,71.77,2.6,0,0,0,0,0,0,0.15,"Medium              ",72.46,"Pitched slated roof, ventilate",60,17893.485,1657.532,744.264,27.1283,621.575,478.562,1823.285,2009.513,0,0,"Grant Support","Apr 28 2014 12:00AM",1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,1,"Renewable Thermal","",0,0,0,0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stone","Exposed render, 500mm solid ma",44.17,1.05,"No",3,1,"300mm Filled Cavity","Exposed render, 100mm conc blo",33.97,0.34,"No",3,5,"","",NA,NA,"",NA,NA
